command	count	first_seen_utc	last_seen_utc	workdir_count	source_log_count	examples
bash -lc rg -n "data_uri" docs | head	1	2025-11-07T09:13:17.184000+00:00	2025-11-07T09:13:17.184000+00:00	1	1	bash -lc rg -n "data_uri" docs | head
bash -lc rg -n "data_uri" src/agilab/apps -g '*.py'	1	2025-11-07T08:45:01.450000+00:00	2025-11-07T08:45:01.450000+00:00	1	1	bash -lc rg -n "data_uri" src/agilab/apps -g '*.py'
bash -lc rg -n "data_uri" src/agilab/examples/flight/AGI_install_flight.py	1	2025-11-07T09:17:42.330000+00:00	2025-11-07T09:17:42.330000+00:00	1	1	bash -lc rg -n "data_uri" src/agilab/examples/flight/AGI_install_flight.py
bash -lc rg -n "data_uri" src/agilab/examples/flight/AGI_run_flight.py	1	2025-11-07T09:17:58.099000+00:00	2025-11-07T09:17:58.099000+00:00	1	1	bash -lc rg -n "data_uri" src/agilab/examples/flight/AGI_run_flight.py
bash -lc rg -n "datadir" 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T09:55:00.265000+00:00	2025-11-10T09:55:00.265000+00:00	1	1	bash -lc rg -n "datadir" 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "datadir" -g'*'	1	2025-11-10T10:09:50.670000+00:00	2025-11-10T10:09:50.670000+00:00	1	1	bash -lc rg -n "datadir" -g'*'
bash -lc rg -n "datadir" -i src/agilab/pages	1	2025-11-10T09:55:58.309000+00:00	2025-11-10T09:55:58.309000+00:00	1	1	bash -lc rg -n "datadir" -i src/agilab/pages
bash -lc rg -n "datadir" -n src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py	1	2025-11-10T10:12:32.265000+00:00	2025-11-10T10:12:32.265000+00:00	1	1	bash -lc rg -n "datadir" -n src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py
bash -lc rg -n "datadir" AGENTS.md	1	2025-11-10T10:10:05.581000+00:00	2025-11-10T10:10:05.581000+00:00	1	1	bash -lc rg -n "datadir" AGENTS.md
bash -lc rg -n "datadir" src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py	1	2025-11-10T10:13:04.524000+00:00	2025-11-10T10:13:04.524000+00:00	1	1	bash -lc rg -n "datadir" src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py
bash -lc rg -n "datadir" src/agilab/core/agi-env -g'*.py'	1	2025-11-10T10:09:56.013000+00:00	2025-11-10T10:09:56.013000+00:00	1	1	bash -lc rg -n "datadir" src/agilab/core/agi-env -g'*.py'
bash -lc rg -n "dataframe_deleted" "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-08T09:55:43.650000+00:00	2025-11-08T09:55:43.650000+00:00	1	1	bash -lc rg -n "dataframe_deleted" "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "dataset" src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory.py	1	2025-11-10T18:08:08.796000+00:00	2025-11-10T18:08:08.796000+00:00	1	1	bash -lc rg -n "dataset" src/agilab/apps/flight_trajectory_project/src/flight_trajectory/flight_trajectory.py
bash -lc rg -n "dataset.7z" -g"*.py" -R src/agilab/apps/sat_trajectory_project/src	1	2025-11-13T13:47:49.501000+00:00	2025-11-13T13:47:49.501000+00:00	1	1	bash -lc rg -n "dataset.7z" -g"*.py" -R src/agilab/apps/sat_trajectory_project/src
bash -lc rg -n "dataset.7z" -g'*.py' src/agilab/apps/sat_trajectory_project/src	1	2025-11-13T13:47:54.477000+00:00	2025-11-13T13:47:54.477000+00:00	1	1	bash -lc rg -n "dataset.7z" -g'*.py' src/agilab/apps/sat_trajectory_project/src
bash -lc rg -n "dataset.7z" -n	1	2025-11-07T18:18:03.329000+00:00	2025-11-07T18:18:03.329000+00:00	1	1	bash -lc rg -n "dataset.7z" -n
bash -lc rg -n "dataset\.7z" -n	1	2025-11-12T12:37:25.472000+00:00	2025-11-12T12:37:25.472000+00:00	1	1	bash -lc rg -n "dataset\.7z" -n
bash -lc rg -n "dataset\.7z" -n "Waypoints" src/agilab/apps/flight_trajectory_project -g"*.py"	1	2025-11-10T18:08:03.873000+00:00	2025-11-10T18:08:03.873000+00:00	1	1	bash -lc rg -n "dataset\.7z" -n "Waypoints" src/agilab/apps/flight_trajectory_project -g"*.py"
bash -lc rg -n "dataset_archive" -g"*.py" -n	1	2025-11-10T18:08:24.928000+00:00	2025-11-10T18:08:24.928000+00:00	1	1	bash -lc rg -n "dataset_archive" -g"*.py" -n
bash -lc rg -n "dataset_archive" -n src/agilab -g"*.py"	1	2025-11-12T12:37:35.117000+00:00	2025-11-12T12:37:35.117000+00:00	1	1	bash -lc rg -n "dataset_archive" -n src/agilab -g"*.py"
bash -lc rg -n "datashare" -n src/agilab -g '*.*'	1	2025-11-07T18:19:10.219000+00:00	2025-11-07T18:19:10.219000+00:00	1	1	bash -lc rg -n "datashare" -n src/agilab -g '*.*'
bash -lc rg -n "def __" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-07T09:04:06.789000+00:00	2025-11-07T09:04:06.789000+00:00	1	1	bash -lc rg -n "def __" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def __init__" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-07T09:03:43.601000+00:00	2025-11-07T09:03:43.601000+00:00	1	1	bash -lc rg -n "def __init__" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def _append_log_lines" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T14:58:47.835000+00:00	2025-11-10T14:58:47.835000+00:00	1	1	bash -lc rg -n "def _append_log_lines" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "def _apply_managed_pc_path_overrides" -n "managed_pc_path_fields" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-10T17:50:12.606000+00:00	2025-11-10T17:50:12.606000+00:00	1	1	bash -lc rg -n "def _apply_managed_pc_path_overrides" -n "managed_pc_path_fields" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def _apply_managed_pc_path_overrides" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-13T08:50:47.290000+00:00	2025-11-13T08:50:47.290000+00:00	1	1	bash -lc rg -n "def _apply_managed_pc_path_overrides" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def _build_env" -n	1	2025-11-07T17:05:58.332000+00:00	2025-11-07T17:05:58.332000+00:00	1	1	bash -lc rg -n "def _build_env" -n
bash -lc rg -n "def _exec_bg" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-13T12:14:05.356000+00:00	2025-11-13T12:14:05.356000+00:00	1	1	bash -lc rg -n "def _exec_bg" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "def _onerror" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-12T09:06:49.598000+00:00	2025-11-12T09:06:49.598000+00:00	1	1	bash -lc rg -n "def _onerror" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def _remap_managed_pc_path" -n "managed_pc_path_fields" -n "managed_pc_home_suffix" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-10T18:05:34.377000+00:00	2025-11-10T18:05:34.377000+00:00	1	1	bash -lc rg -n "def _remap_managed_pc_path" -n "managed_pc_path_fields" -n "managed_pc_home_suffix" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def apply_source_defaults" -n src/agilab/apps/flight_project/src/flight/flight_args.py	1	2025-11-13T08:41:00.758000+00:00	2025-11-13T08:41:00.758000+00:00	1	1	bash -lc rg -n "def apply_source_defaults" -n src/agilab/apps/flight_project/src/flight/flight_args.py
bash -lc rg -n "def build_distribution" -n /Users/agi/PycharmProjects/thales_agilab/src/agilab/apps/sat_trajectory_project/src/sat_trajectory/sat_trajectory.py	1	2025-11-13T14:15:11.674000+00:00	2025-11-13T14:15:11.674000+00:00	1	1	bash -lc rg -n "def build_distribution" -n /Users/agi/PycharmProjects/thales_agilab/src/agilab/apps/sat_trajectory_project/src/sat_trajectory/sat_trajectory.py
bash -lc rg -n "def diagnose_data_directory" -n "pagelib" -g"*.py"	1	2025-11-10T17:39:51.746000+00:00	2025-11-10T17:39:51.746000+00:00	1	1	bash -lc rg -n "def diagnose_data_directory" -n "pagelib" -g"*.py"
bash -lc rg -n "def display_log" -n src/agilab/pages/$'\u25b6\ufe0f EXECUTE.py'	1	2025-11-07T13:03:48.492000+00:00	2025-11-07T13:03:48.492000+00:00	1	1	bash -lc rg -n "def display_log" -n src/agilab/pages/$'\u25b6\ufe0f EXECUTE.py'
bash -lc rg -n "def find_files" -n src/agilab/core/agi-env/src/agi_env/pagelib.py	1	2025-11-08T11:14:21.601000+00:00	2025-11-08T11:14:21.601000+00:00	1	1	bash -lc rg -n "def find_files" -n src/agilab/core/agi-env/src/agi_env/pagelib.py
bash -lc rg -n "def find_free_port" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-07T11:51:18.029000+00:00	2025-11-07T11:51:18.029000+00:00	1	1	bash -lc rg -n "def find_free_port" -n src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "def initialize_app_settings" -n "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:40:17.800000+00:00	2025-11-13T08:40:17.800000+00:00	1	1	bash -lc rg -n "def initialize_app_settings" -n "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "def initialize_app_settings" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T09:57:04.289000+00:00	2025-11-10T09:57:04.289000+00:00	1	1	bash -lc rg -n "def initialize_app_settings" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "def load_df" -n src/agilab/core/agi-env/src/agi_env/pagelib.py	1	2025-11-08T11:21:16.232000+00:00	2025-11-08T11:21:16.232000+00:00	1	1	bash -lc rg -n "def load_df" -n src/agilab/core/agi-env/src/agi_env/pagelib.py
bash -lc rg -n "def locate_agilab_installation" -n src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-13T07:16:41.498000+00:00	2025-11-13T07:16:41.498000+00:00	1	1	bash -lc rg -n "def locate_agilab_installation" -n src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "def model_to_payload" -n src/agi* -g"*.py"	1	2025-11-13T08:40:35.321000+00:00	2025-11-13T08:40:35.321000+00:00	1	1	bash -lc rg -n "def model_to_payload" -n src/agi* -g"*.py"
bash -lc rg -n "def normalize_path" -n "normalize_path" -g"*.py" src/agilab/core/agi-env/src/agi_env	1	2025-11-10T18:06:57.863000+00:00	2025-11-10T18:06:57.863000+00:00	1	1	bash -lc rg -n "def normalize_path" -n "normalize_path" -g"*.py" src/agilab/core/agi-env/src/agi_env
bash -lc rg -n "def normalize_path" -n src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-13T09:28:39.756000+00:00	2025-11-13T09:28:39.756000+00:00	1	1	bash -lc rg -n "def normalize_path" -n src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "def page" -n src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py	1	2025-11-10T10:12:40.806000+00:00	2025-11-10T10:12:40.806000+00:00	1	1	bash -lc rg -n "def page" -n src/agilab/apps-pages/view_barycentric/src/view_barycentric/view_barycentric.py
bash -lc rg -n "def render_cluster_settings_ui" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T12:44:50.462000+00:00	2025-11-10T12:44:50.462000+00:00	1	1	bash -lc rg -n "def render_cluster_settings_ui" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "def render_generic_ui" -n "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:40:04.106000+00:00	2025-11-13T08:40:04.106000+00:00	1	1	bash -lc rg -n "def render_generic_ui" -n "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "def setup_args" -n "managed_pc_path_fields" -n "prepare_args" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-10T17:50:05.719000+00:00	2025-11-10T17:50:05.719000+00:00	1	1	bash -lc rg -n "def setup_args" -n "managed_pc_path_fields" -n "prepare_args" src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def setup_args" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py	1	2025-11-13T08:50:40.997000+00:00	2025-11-13T08:50:40.997000+00:00	1	1	bash -lc rg -n "def setup_args" -n src/agilab/core/agi-node/src/agi_node/agi_dispatcher/base_worker.py
bash -lc rg -n "def start" -n src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/flight_trajectory_worker.py	1	2025-11-12T10:30:51.348000+00:00	2025-11-12T10:30:51.348000+00:00	1	1	bash -lc rg -n "def start" -n src/agilab/apps/flight_trajectory_project/src/flight_trajectory_worker/flight_trajectory_worker.py
bash -lc rg -n "def start" src/agilab/apps/link_sim_project/src/link_sim_worker/link_sim_worker.py	1	2025-11-12T10:31:48.250000+00:00	2025-11-12T10:31:48.250000+00:00	1	1	bash -lc rg -n "def start" src/agilab/apps/link_sim_project/src/link_sim_worker/link_sim_worker.py
bash -lc rg -n "def strip_ansi" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T14:15:58.355000+00:00	2025-11-10T14:15:58.355000+00:00	1	1	bash -lc rg -n "def strip_ansi" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "def unzip_data" -n "dataset_archive" src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-10T18:08:43.417000+00:00	2025-11-10T18:08:43.417000+00:00	1	1	bash -lc rg -n "def unzip_data" -n "dataset_archive" src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "def unzip_data" -n src/agilab -g '*.py'	1	2025-11-07T17:00:40.199000+00:00	2025-11-07T17:00:40.199000+00:00	1	1	bash -lc rg -n "def unzip_data" -n src/agilab -g '*.py'
bash -lc rg -n "def unzip_data" -n src/agilab/core/agi-env -n	1	2025-11-10T08:39:52.712000+00:00	2025-11-10T08:39:52.712000+00:00	1	1	bash -lc rg -n "def unzip_data" -n src/agilab/core/agi-env -n
bash -lc rg -n "def update_datadir" -n src/agilab/core/agi-env/src/agi_env/pagelib.py	1	2025-11-08T11:15:10.065000+00:00	2025-11-08T11:15:10.065000+00:00	1	1	bash -lc rg -n "def update_datadir" -n src/agilab/core/agi-env/src/agi_env/pagelib.py
bash -lc rg -n "def uv" -n src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-07T17:32:39.366000+00:00	2025-11-07T17:32:39.366000+00:00	1	1	bash -lc rg -n "def uv" -n src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "delete" "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-08T09:53:22.905000+00:00	2025-11-08T09:53:22.905000+00:00	1	1	bash -lc rg -n "delete" "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "df_export_file" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T09:56:55.714000+00:00	2025-11-10T09:56:55.714000+00:00	1	1	bash -lc rg -n "df_export_file" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "df_files_selected" -n src/agilab/apps-pages/view_maps/src/view_maps/view_maps.py	1	2025-11-08T11:21:40.904000+00:00	2025-11-08T11:21:40.904000+00:00	1	1	bash -lc rg -n "df_files_selected" -n src/agilab/apps-pages/view_maps/src/view_maps/view_maps.py
bash -lc rg -n "diagnose_data_directory" -g"*.py"	1	2025-11-10T17:39:53.900000+00:00	2025-11-10T17:39:53.900000+00:00	1	1	bash -lc rg -n "diagnose_data_directory" -g"*.py"
bash -lc rg -n "diagnose_data_directory" -n src/agilab/core/agi-env/src/agi_env/pagelib.py	1	2025-11-13T08:47:40.031000+00:00	2025-11-13T08:47:40.031000+00:00	1	1	bash -lc rg -n "diagnose_data_directory" -n src/agilab/core/agi-env/src/agi_env/pagelib.py
bash -lc rg -n "display_log" -n 'src/agilab/pages/▶️ EXECUTE.py'	1	2025-11-10T13:53:39.191000+00:00	2025-11-10T13:53:39.191000+00:00	1	1	bash -lc rg -n "display_log" -n 'src/agilab/pages/▶️ EXECUTE.py'
bash -lc rg -n "distributed" src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py	1	2025-11-10T18:21:37.376000+00:00	2025-11-10T18:21:37.376000+00:00	1	1	bash -lc rg -n "distributed" src/agilab/core/agi-cluster/src/agi_cluster/agi_distributor/agi_distributor.py
bash -lc rg -n "docs/gen-docs\.py" -n /Users/agi/.codex/sessions/2025/11 | head	1	2025-11-14T08:54:17.937000+00:00	2025-11-14T08:54:17.937000+00:00	1	1	bash -lc rg -n "docs/gen-docs\.py" -n /Users/agi/.codex/sessions/2025/11 | head
bash -lc rg -n "docs/source" -g'*'	1	2025-11-13T16:13:28.073000+00:00	2025-11-13T16:13:28.073000+00:00	1	1	bash -lc rg -n "docs/source" -g'*'
bash -lc rg -n "dump_args_to_toml" -n	1	2025-11-10T10:02:16.318000+00:00	2025-11-10T10:02:16.318000+00:00	1	1	bash -lc rg -n "dump_args_to_toml" -n
bash -lc rg -n "dump_model_to_toml" -n src/agilab/core/agi-env/src/agi_env/app_args.py	1	2025-11-10T10:29:50.070000+00:00	2025-11-10T10:29:50.070000+00:00	1	1	bash -lc rg -n "dump_model_to_toml" -n src/agilab/core/agi-env/src/agi_env/app_args.py
bash -lc rg -n "eligible_apps" -n pycharm/setup_pycharm.py	1	2025-11-12T10:48:57.243000+00:00	2025-11-12T10:48:57.243000+00:00	1	1	bash -lc rg -n "eligible_apps" -n pycharm/setup_pycharm.py
bash -lc rg -n "ensure_data" -n	1	2025-11-11T13:00:59.306000+00:00	2025-11-11T13:00:59.306000+00:00	1	1	bash -lc rg -n "ensure_data" -n
bash -lc rg -n "ensure_data_root" src/agilab/apps/install.py	1	2025-11-11T13:03:21.107000+00:00	2025-11-11T13:03:21.107000+00:00	1	1	bash -lc rg -n "ensure_data_root" src/agilab/apps/install.py
bash -lc rg -n "env name" -n pycharm/app-scripts -g '*.xml'	1	2025-11-07T17:24:35.548000+00:00	2025-11-07T17:24:35.548000+00:00	1	1	bash -lc rg -n "env name" -n pycharm/app-scripts -g '*.xml'
bash -lc rg -n "env" pycharm/setup_pycharm.py	1	2025-11-07T17:23:56.467000+00:00	2025-11-07T17:23:56.467000+00:00	1	1	bash -lc rg -n "env" pycharm/setup_pycharm.py
bash -lc rg -n "env\.app_settings" "src/agilab/pages/▶️ EXECUTE.py"	1	2025-11-13T08:43:29.083000+00:00	2025-11-13T08:43:29.083000+00:00	1	1	bash -lc rg -n "env\.app_settings" "src/agilab/pages/▶️ EXECUTE.py"
bash -lc rg -n "env\.app_settings" -n -g"*.py" src/agilab/pages/▶️ EXECUTE.py	1	2025-11-13T08:43:26.477000+00:00	2025-11-13T08:43:26.477000+00:00	1	1	bash -lc rg -n "env\.app_settings" -n -g"*.py" src/agilab/pages/▶️ EXECUTE.py
bash -lc rg -n "envs" pycharm/setup_pycharm.py	1	2025-11-07T17:24:24.835000+00:00	2025-11-07T17:24:24.835000+00:00	1	1	bash -lc rg -n "envs" pycharm/setup_pycharm.py
bash -lc rg -n "errno" src/agilab/core/agi-env/src/agi_env/agi_env.py	1	2025-11-11T13:01:41.476000+00:00	2025-11-11T13:01:41.476000+00:00	1	1	bash -lc rg -n "errno" src/agilab/core/agi-env/src/agi_env/agi_env.py
bash -lc rg -n "examples" pycharm/app-scripts	1	2025-11-11T19:20:53.039000+00:00	2025-11-11T19:20:53.039000+00:00	1	1	bash -lc rg -n "examples" pycharm/app-scripts
bash -lc rg -n "execute" src | head	1	2025-11-10T09:54:52.094000+00:00	2025-11-10T09:54:52.094000+00:00	1	1	bash -lc rg -n "execute" src | head
bash -lc rg -n "execute_dir" -n src -g"*.py"	1	2025-11-12T09:23:22.367000+00:00	2025-11-12T09:23:22.367000+00:00	1	1	bash -lc rg -n "execute_dir" -n src -g"*.py"
bash -lc rg -n "find_files" -n src/agilab/core/agi-env/src/agi_env/pagelib.py	1	2025-11-13T08:48:42.495000+00:00	2025-11-13T08:48:42.495000+00:00	1	1	bash -lc rg -n "find_files" -n src/agilab/core/agi-env/src/agi_env/pagelib.py
bash -lc rg -n "flight trajectory directory" -n -g"*"	1	2025-11-13T08:48:36.781000+00:00	2025-11-13T08:48:36.781000+00:00	1	1	bash -lc rg -n "flight trajectory directory" -n -g"*"
bash -lc rg -n "flight/data" -g '*.py'	1	2025-11-07T18:39:58.487000+00:00	2025-11-07T18:39:58.487000+00:00	1	1	bash -lc rg -n "flight/data" -g '*.py'
bash -lc rg -n "flight/dataframe" src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:45:20.842000+00:00	2025-11-07T18:45:20.842000+00:00	1	1	bash -lc rg -n "flight/dataframe" src/agilab/apps/flight_trajectory_project
bash -lc rg -n "flight/dataset" -n src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:45:15.408000+00:00	2025-11-07T18:45:15.408000+00:00	1	1	bash -lc rg -n "flight/dataset" -n src/agilab/apps/flight_trajectory_project
bash -lc rg -n "flight_trajectory" -g"*.py" src | head -n 20	1	2025-11-13T08:48:22.026000+00:00	2025-11-13T08:48:22.026000+00:00	1	1	bash -lc rg -n "flight_trajectory" -g"*.py" src | head -n 20
bash -lc rg -n "flight_trajectory" -g"*.py" src/agilab/apps -n | head	1	2025-11-13T08:48:06.538000+00:00	2025-11-13T08:48:06.538000+00:00	1	1	bash -lc rg -n "flight_trajectory" -g"*.py" src/agilab/apps -n | head
bash -lc rg -n "flight_trajectory" -n src/agilab/apps/link_sim_project/src/link_sim/link_sim.py	1	2025-11-13T12:46:06.150000+00:00	2025-11-13T12:46:06.150000+00:00	1	1	bash -lc rg -n "flight_trajectory" -n src/agilab/apps/link_sim_project/src/link_sim/link_sim.py
bash -lc rg -n "flight_trajectory" src/agilab/apps/flight_trajectory_project/test/_test_flight_trajectory_manager.py	1	2025-11-07T18:41:09.586000+00:00	2025-11-07T18:41:09.586000+00:00	1	1	bash -lc rg -n "flight_trajectory" src/agilab/apps/flight_trajectory_project/test/_test_flight_trajectory_manager.py
bash -lc rg -n "flight_trajectory" src/agilab/apps/flight_trajectory_project/test/_test_flight_trajectory_worker.py	1	2025-11-07T18:41:26.954000+00:00	2025-11-07T18:41:26.954000+00:00	1	1	bash -lc rg -n "flight_trajectory" src/agilab/apps/flight_trajectory_project/test/_test_flight_trajectory_worker.py
bash -lc rg -n "flight_trajectory" src/agilab/apps/flight_trajectory_project/test/test_flight_trajectory_manager.py	1	2025-11-07T18:41:36.192000+00:00	2025-11-07T18:41:36.192000+00:00	1	1	bash -lc rg -n "flight_trajectory" src/agilab/apps/flight_trajectory_project/test/test_flight_trajectory_manager.py
bash -lc rg -n "flight_trajectory/data" src/agilab/apps/flight_trajectory_project	1	2025-11-07T18:42:07.674000+00:00	2025-11-07T18:42:07.674000+00:00	1	1	bash -lc rg -n "flight_trajectory/data" src/agilab/apps/flight_trajectory_project
